OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST,index_right,FID,SBZ,Name
130011,14240108144100955660,14,7,13,0,2024,1,11,2,3,3,7,0,0,0,1,0,0,0,0,"743114,410899999551475","5695103,884999999776483",12.491861018000066,51.35510054000008,1,2,2,2,Ost
130012,14240108144000955130,14,7,13,0,2024,1,9,2,3,6,4,0,0,0,1,1,0,0,0,"735126,480000000447035","5693541,458000000566244",12.376315609000073,51.34443662900003,1,0,0,0,Mitte
130022,14240107148121943670,14,7,13,0,2024,1,13,1,2,8,1,0,0,0,1,0,0,0,0,"737991,755400000140071","5694398,995500000193715",12.417954873000042,51.35094172300006,1,1,1,1,Nordost
130027,14240106148223013370,14,7,13,0,2024,1,9,7,3,4,2,0,0,1,1,0,0,0,0,"740892,713000000454485","5696349,836999999359250",12.460857186000055,51.36722962500005,1,2,2,2,Ost
130052,14240103148210933250,14,7,13,0,2024,1,18,4,3,5,2,2,0,0,1,0,0,0,0,"744545,173100000247359","5692258,370600000023842",12.510415901000044,51.32894804000006,1,2,2,2,Ost
130164,14240228144200101880,14,7,13,0,2024,2,17,4,3,3,2,1,0,1,1,0,0,0,0,"731290,834699999541044","5697265,551100000739098",12.323759155000062,51.37944045300003,1,8,8,8,Nordwest
130378,14240122144200986400,14,7,13,0,2024,1,6,2,3,6,2,2,1,0,1,1,0,0,0,"736632,276499999687076","5695737,795900000259280",12.399357867000049,51.36352652000005,1,9,9,9,Nord
130536,14240209148110073960,14,7,13,0,2024,2,15,6,3,3,6,0,0,0,1,0,1,0,0,"734083,114299999549985","5697014,037499999627471",12.363646049000067,51.37603858600005,1,9,9,9,Nord
130723,14240214144200086680,14,7,13,0,2024,2,9,4,3,9,7,0,0,0,1,0,0,0,0,"727540,241399999707937","5691391,898399999365211",12.26620070100006,51.328226173000076,1,6,6,6,West
130781,14240212148110074210,14,7,30,300,2024,2,10,2,3,0,1,0,0,1,0,0,0,0,0,"741574,211000000126660","5696788,611099999397993",12.470926960000043,51.37087842700004,1,1,1,1,Nordost
130960,14240131148310025340,14,7,13,0,2024,1,14,4,3,4,2,0,0,1,1,0,0,0,0,"732483,478799999691546","5692411,493300000205636",12.33769520800007,51.335380170000064,1,7,7,7,Alt-West
131028,14240104148110942770,14,7,13,0,2024,1,17,5,3,0,4,2,0,0,0,1,0,0,1,"734495,622999999672174","5697039,276200000196695",12.369579225000052,51.376094960000046,1,9,9,9,Nord
131138,14240109144200962930,14,7,13,0,2024,1,9,3,2,6,3,0,0,0,1,1,0,0,0,"739841,897199999541044","5688146,415899999439716",12.440268528000047,51.294042442000034,1,3,3,3,Südost
131410,14240207144100046690,14,7,13,0,2024,2,18,4,3,5,3,2,0,1,1,0,0,0,0,"736216,026999999769032","5693812,155999999493361",12.392111255000032,51.34641484600007,1,0,0,0,Mitte
132201,14240119144200985380,14,7,13,0,2024,1,7,6,3,5,3,0,2,1,1,0,0,0,0,"739778,225999999791384","5688210,993400000035763",12.439400361000025,51.29464888600006,1,3,3,3,Südost
132220,14240131143263032570,14,7,13,0,2024,1,15,4,3,8,6,0,0,1,0,0,0,0,1,"732801,639899999834597","5692766,424200000241399",12.342486568000027,51.338436122000076,1,7,7,7,Alt-West
132249,14240219144200086700,14,7,13,0,2024,2,22,2,3,5,2,2,1,0,1,0,1,0,0,"735064,731999999843538","5690235,359999999403954",12.37324990600007,51.31478535200006,1,4,4,4,Süd
132287,14240228144200107690,14,7,13,0,2024,2,13,4,3,3,6,0,0,0,1,0,0,1,0,"736344,126099999994040","5692517,685699999332428",12.393088314000067,51.33474219500005,1,0,0,0,Mitte
132640,14241012148410713000,14,7,13,0,2024,10,13,7,3,1,6,0,0,0,1,0,0,0,0,"735881,804800000041723","5693737,837099999189377",12.387271529000031,51.34588651100006,1,0,0,0,Mitte
132651,14241011148210719320,14,7,13,0,2024,10,20,6,3,6,2,2,0,0,1,1,0,0,0,"737739,995500000193715","5690347,939899999648333",12.411643145000028,51.314684716000045,1,3,3,3,Südost
132682,14241007148410701480,14,7,13,0,2024,10,15,2,3,0,1,0,1,1,0,0,0,0,0,"734011,482800000347197","5693238,451199999079108",12.360135236000076,51.34217670900006,1,0,0,0,Mitte
132684,14241007144200700541,14,7,13,0,2024,10,18,2,3,8,1,2,1,0,1,0,0,0,0,"736187,943599999882281","5696639,711200000718236",12.393585851000068,51.371807130000036,1,9,9,9,Nord
132685,14241007144200699690,14,7,13,0,2024,10,11,2,3,3,6,0,0,0,1,0,0,1,0,"731780,109100000001490","5701191,346799999475479",12.333340684000063,51.41448152600003,1,8,8,8,Nordwest
132704,14241005148410740010,14,7,13,0,2024,10,11,7,3,3,5,0,0,0,1,0,0,0,0,"734418,245500000193715","5693407,075899999588728",12.366076070000076,51.343522808000046,1,0,0,0,Mitte
132725,14241003148410677480,14,7,13,0,2024,10,1,5,3,2,6,2,0,0,1,0,0,0,0,"735150,697800000198185","5693516,936699999496341",12.37664652500007,51.34420650100003,1,0,0,0,Mitte
132726,14241003148410677470,14,7,13,0,2024,10,10,5,3,5,3,0,1,0,1,0,0,0,0,"736202,114699999801815","5693812,864199999719858",12.391912317000049,51.34642698300007,1,0,0,0,Mitte
132727,14241003148110677420,14,7,13,0,2024,10,17,5,3,2,6,0,1,0,1,0,0,0,0,"736669,870600000023842","5695562,600400000810623",12.399780339000074,51.36193828900008,1,9,9,9,Nord
132728,14241003144310680880,14,7,13,0,2024,10,6,5,2,2,7,2,1,0,1,0,0,0,0,"730281,103099999949336","5683310,730599999427795",12.300263931000075,51.25457784300005,1,5,5,5,Südwest
132741,14241002148110677060,14,7,30,270,2024,10,6,4,3,5,3,0,0,1,1,0,0,0,0,"728021,443400000222027","5701041,084000000730157",12.279284811000025,51.414656312000034,1,8,8,8,Nordwest
132767,14240930144200665071,14,7,13,0,2024,9,15,2,3,5,7,0,0,0,1,0,0,0,0,"738289,921500000171363","5694495,894999999552965",12.422293705000072,51.35168656900004,1,1,1,1,Nordost
132768,14240930144200664320,14,7,13,0,2024,9,14,2,3,3,2,0,0,1,1,0,0,0,0,"736427,171799999661744","5692751,095699999481440",12.394433221000043,51.33680281200003,1,3,3,3,Südost
132824,14240925148110657030,14,7,13,0,2024,9,8,4,3,3,6,0,0,0,1,0,0,1,0,"736617,573400000110269","5695835,233500000089407",12.399211869000055,51.36440725300008,1,9,9,9,Nord
132825,14240925144200693880,14,7,13,0,2024,9,20,4,2,5,3,2,0,0,0,0,1,0,1,"728893,612300000153482","5698641,346899999305606",12.290257788000076,51.39276245600007,1,8,8,8,Nordwest
132841,14240924144200647170,14,7,13,0,2024,9,7,3,3,5,3,1,1,0,1,0,0,0,0,"728688,389999999664724","5693235,630000000819564",12.28383629600006,51.34431733200006,1,7,7,7,Alt-West
132843,14240924144100751520,14,7,13,0,2024,9,7,3,3,7,7,0,1,1,0,0,0,0,0,"736291,629599999636412","5694365,679999999701977",12.393562291000023,51.351351959000056,1,1,1,1,Nordost
132879,14240922148110682500,14,7,13,0,2024,9,8,1,3,0,1,0,0,1,0,0,0,0,0,"735414,488300000317395","5697062,412699999287724",12.382773494000048,51.375922494000065,1,9,9,9,Nord
132888,14240921148310657060,14,7,13,0,2024,9,12,7,3,5,3,0,0,0,1,0,0,0,0,"727197,718200000002980","5693382,123600000515580",12.262561950000077,51.346230114000036,1,7,7,7,Alt-West
132899,14240920148310663850,14,7,13,0,2024,9,16,6,3,5,3,0,0,0,1,0,0,0,1,"728309,509600000455976","5690597,851999999955297",12.276715161000027,51.32078957900006,1,6,6,6,West
132913,14240919148110663380,14,7,13,0,2024,9,16,5,3,5,3,0,0,0,1,0,0,0,0,"734768,211600000038743","5698945,321000000461936",12.374748493000027,51.393091577000064,1,9,9,9,Nord
132914,14240919144200645710,14,7,13,0,2024,9,7,5,3,2,6,0,0,0,0,0,0,0,1,"733224,421000000089407","5692964,876000000163913",12.348675540000045,51.34004431200003,1,0,0,0,Mitte
132925,14240918144200701390,14,7,13,0,2024,9,15,4,3,1,6,0,0,0,1,0,0,0,0,"741848,429800000041723","5694630,343000000342727",12.473391871000047,51.351390421000076,1,2,2,2,Ost
132968,14240915148310663390,14,7,13,0,2024,9,13,1,3,5,3,0,0,1,1,0,0,0,0,"726275,314699999988079","5690214,402599999681115",12.247327475000077,51.31815970800005,1,6,6,6,West
132985,14240913148210628650,14,7,13,0,2024,9,11,6,3,3,2,0,0,0,1,0,0,0,0,"736456,829800000414252","5690288,149399999529123",12.393224434000047,51.31468256200003,1,0,0,0,Mitte
132996,14240912148310627080,14,7,13,0,2024,9,9,5,3,6,4,0,0,1,0,1,0,0,0,"731973,123599999584258","5692427,165699999779463",12.330391700000064,51.33572924900005,1,7,7,7,Alt-West
133094,14240906144200607320,14,7,13,0,2024,9,10,6,2,6,6,0,0,1,0,1,0,0,0,"735378,646499999798834","5693541,349400000646710",12.379929780000055,51.344331315000034,1,0,0,0,Mitte
133111,14240905144200600730,14,7,13,0,2024,9,15,5,3,0,1,0,0,1,0,0,0,0,0,"734644,122999999672174","5693488,771999999880791",12.369367323000063,51.34416297300004,1,0,0,0,Mitte
133131,14240903148410620310,14,7,13,0,2024,9,15,3,3,6,4,0,0,0,0,1,0,0,1,"733770,623999999836087","5693193,751499999314547",12.356653815000072,51.34187453700008,1,0,0,0,Mitte
133133,14240903144200639220,14,7,13,0,2024,9,14,3,3,2,6,0,0,0,1,0,1,0,0,"734783,791100000031292","5693527,865599999204278",12.371394934000023,51.34445623400006,1,0,0,0,Mitte
133134,14240903144200589980,14,7,13,0,2024,9,14,3,2,3,2,0,0,0,1,0,1,0,0,"729245,491000000387430","5693182,368000000715256",12.291787503000023,51.34361483500004,1,7,7,7,Alt-West
133158,14240902148110663020,14,7,13,0,2024,9,10,2,3,2,6,0,0,0,1,0,0,0,1,"736235,491399999707937","5694378,537299999967217",12.392766099000028,51.351490702000035,1,1,1,1,Nordost
133159,14240902144310590021,14,7,13,0,2024,9,15,2,3,0,4,0,0,0,0,1,0,0,1,"735383,948300000280142","5693538,190999999642372",12.380003681000062,51.34430076900003,1,0,0,0,Mitte
133161,14240902144200628160,14,7,13,0,2024,9,16,2,3,3,2,0,0,1,1,0,0,0,0,"736633,189000000245869","5695732,184000000357628",12.399367217000076,51.36347576700007,1,9,9,9,Nord
133163,14240902144200589991,14,7,13,0,2024,9,7,2,3,2,6,0,0,0,1,0,0,0,0,"734341,699699999764562","5690133,679199999198318",12.362826582000025,51.31417077300006,1,4,4,4,Süd
133213,14240830148410606560,14,7,13,0,2024,8,14,6,3,5,3,0,0,1,1,0,0,0,0,"737639,901800000108778","5690343,192800000309944",12.410206338000023,51.31468390600003,1,3,3,3,Südost
133215,14240830144200600300,14,7,13,0,2024,8,7,6,3,5,3,0,0,0,1,0,1,0,0,"739028,129999999888241","5687769,869899999350309",12.428366381000046,51.29100467200004,1,3,3,3,Südost
133234,14240829148110682090,14,7,13,0,2024,8,16,5,3,3,2,0,0,0,1,0,1,0,0,"736601,786000000312924","5695294,851999999955297",12.398626069000045,51.35956330500005,1,1,1,1,Nordost
133268,14240827148410581200,14,7,13,0,2024,8,8,3,2,3,2,0,0,1,1,0,0,0,0,"737166,698599999770522","5691107,248299999162555",12.403936735000059,51.32173954600006,1,3,3,3,Südost
133270,14240827148110606530,14,7,13,0,2024,8,18,3,3,5,2,0,0,1,1,0,0,0,0,"735035,108799999579787","5697039,272600000724196",12.377316903000064,51.37587191600005,1,9,9,9,Nord
133278,14240829148310581690,14,7,13,0,2024,8,13,5,3,5,3,0,0,1,1,0,0,0,0,"728923,274000000208616","5691777,800899999216199",12.286266234000038,51.33113562200003,1,6,6,6,West
133289,14240826148310600830,14,7,13,0,2024,8,7,2,3,0,1,0,0,1,0,0,0,0,0,"731961,436900000087917","5692424,549799999222159",12.330222517000038,51.33571053400004,1,7,7,7,Alt-West
133290,14240826148220581661,14,7,13,0,2024,8,15,2,3,5,3,0,0,1,1,0,0,0,0,"736979,873100000433624","5691373,622999999672174",12.401437456000053,51.32420840200007,1,3,3,3,Südost
133321,14240824148410569400,14,7,13,0,2024,8,18,7,3,3,2,0,0,1,1,0,0,0,0,"736236,958599999547005","5693695,734799999743700",12.392334026000071,51.34536112900008,1,0,0,0,Mitte
133322,14240824148310568920,14,7,13,0,2024,8,9,7,3,2,2,0,0,0,1,0,0,0,0,"726269,532300000078976","5690212,183299999684095",12.247243225000034,51.318142083000055,1,6,6,6,West
133323,14240824144310581650,14,7,30,270,2024,8,18,7,3,3,6,0,0,0,1,0,0,0,0,"727982,722000000067055","5701276,721999999135733",12.27888041500006,51.41678723100006,1,8,8,8,Nordwest
133334,14240823144200568830,14,7,13,0,2024,8,11,6,3,5,3,0,0,1,1,0,0,0,0,"728309,140800000168383","5690598,625199999660254",12.276710372000025,51.32079666800007,1,6,6,6,West
133335,14240823144200567920,14,7,13,0,2024,8,13,6,2,3,6,0,0,1,1,0,0,0,0,"735462,163599999621511","5690273,126599999144673",12.378967465000073,51.31496007900006,1,4,4,4,Süd
133347,14240822148321567650,14,7,13,0,2024,8,16,5,3,3,6,0,0,1,1,0,0,0,0,"732375,988400000147521","5692415,243699999526143",12.336157256000035,51.33545776500006,1,7,7,7,Alt-West
133365,14240821148421562131,14,7,13,0,2024,8,13,4,3,3,2,0,0,1,1,0,0,0,0,"737167,046600000001490","5691106,670399999246001",12.40394133500007,51.32173421400006,1,3,3,3,Südost
133368,14240821144200569340,14,7,13,0,2024,8,12,4,2,4,2,0,0,1,1,0,0,0,0,"736417,303199999965727","5692747,788300000131130",12.394289607000076,51.33677722600004,1,0,0,0,Mitte
133426,14240818148210588720,14,7,13,0,2024,8,19,1,3,2,6,0,1,0,1,0,0,0,0,"738868,438599999994040","5694486,679199999198318",12.430580147000057,51.351361033000046,1,2,2,2,Ost
133452,14240816148410607480,14,7,13,0,2024,8,17,6,3,0,1,0,0,1,0,0,0,0,0,"734114,002700000070035","5693270,943900000303984",12.361625945000071,51.34242617700005,1,0,0,0,Mitte
133453,14240816145200581181,14,7,13,0,2024,8,20,6,3,0,7,1,0,1,0,0,0,0,0,"741210,695799999870360","5694513,805700000375509",12.464171855000075,51.350615418000075,1,2,2,2,Ost
133454,14240816144200581620,14,7,13,0,2024,8,8,6,3,6,2,0,0,0,1,1,0,0,0,"731292,189299999736249","5697262,692099999636412",12.323776725000073,51.37941423600006,1,8,8,8,Nordwest
133469,14240815148310542470,14,7,13,0,2024,8,15,5,3,1,6,0,0,0,1,0,0,0,0,"729854,532700000330806","5692866,401799999177456",12.300313373000051,51.34053250100004,1,7,7,7,Alt-West
133470,14240815144320646660,14,7,13,0,2024,8,15,5,3,6,4,0,0,1,0,1,0,0,0,"736296,044900000095367","5693629,241699999198318",12.393136774000027,51.344739720000064,1,0,0,0,Mitte
133498,14240814148410542180,14,7,13,0,2024,8,6,4,3,5,3,0,0,1,0,0,0,0,0,"736244,766999999992549","5693702,901000000536442",12.392450697000072,51.34542221000004,1,0,0,0,Mitte
133511,14240813148310529570,14,7,13,0,2024,8,9,3,3,2,6,0,0,0,1,0,1,0,0,"728926,296199999749660","5691780,141400000080466",12.286311045000048,51.33115541700005,1,6,6,6,West
133513,14240813144200542140,14,7,13,0,2024,8,19,3,2,4,7,1,0,0,1,0,0,0,0,"736561,829900000244379","5695122,894799999892712",12.397938875000023,51.35803643100007,1,1,1,1,Nordost
133581,14240809144200527650,14,7,13,0,2024,8,1,6,1,0,1,2,0,0,0,0,0,0,1,"735705,041400000452995","5699711,333300000056624",12.388698574000045,51.39957914400003,1,9,9,9,Nord
133597,14240808148410521030,14,7,13,0,2024,8,12,5,3,3,2,0,0,1,1,0,0,0,0,"737167,389299999922514","5691106,101500000804663",12.403945866000072,51.321728965000034,1,3,3,3,Südost
133663,14240804144200547840,14,7,13,0,2024,8,11,1,3,6,4,0,1,0,0,1,0,0,1,"734812,846900000236928","5693530,616299999877810",12.371813201000066,51.34446892600005,1,0,0,0,Mitte
133678,14240803148410529020,14,7,13,0,2024,8,2,7,3,6,4,2,1,0,0,1,0,0,1,"735388,378600000403821","5693535,551699999719858",12.380065435000063,51.34427524400007,1,0,0,0,Mitte
133679,14240803148410521020,14,7,13,0,2024,8,20,7,3,3,6,1,0,1,0,0,0,0,0,"734105,158400000073016","5693267,316199999302626",12.361496800000054,51.34239725500004,1,0,0,0,Mitte
133680,14240803148310548560,14,7,13,0,2024,8,13,7,3,2,6,0,0,0,1,0,0,0,0,"727853,111200000159442","5690200,216399999335408",12.269922275000056,51.31740280500003,1,6,6,6,West
133704,14240802148421600350,14,7,13,0,2024,8,17,6,3,6,4,0,0,0,0,1,0,0,1,"734862,852699999697506","5693531,158999999985099",12.372530286000028,51.34445314300007,1,0,0,0,Mitte
133705,14240802144310508240,14,7,13,0,2024,8,11,6,3,8,1,0,1,0,1,0,0,0,0,"732367,602300000376999","5701178,050300000235438",12.341765571000053,51.41412176600005,1,8,8,8,Nordwest
133707,14240926148110657490,14,7,13,0,2024,9,10,5,3,9,1,0,1,0,1,0,0,0,0,"729622,445399999618530","5697950,013800000771880",12.30026885600006,51.38626198400004,1,8,8,8,Nordwest
133756,14240730148110494070,14,7,13,0,2024,7,9,3,3,2,6,0,0,0,1,0,1,0,0,"736160,377100000157952","5694435,949200000613928",12.391727446000061,51.35203725500003,1,1,1,1,Nordost
133760,14240730144200494050,14,7,13,0,2024,7,8,3,2,5,2,0,0,1,1,0,0,0,0,"736867,214700000360608","5694392,728099999949336",12.401831077000054,51.351355184000056,1,1,1,1,Nordost
133806,14240918148210638810,14,7,13,0,2024,9,22,4,3,7,7,2,0,0,1,0,0,0,0,"740820,790500000119209","5686005,967100000008941",12.452839768000047,51.274417354000036,1,3,3,3,Südost
133823,14241011148410701470,14,7,13,0,2024,10,0,6,3,5,3,2,1,0,1,0,0,0,0,"729942,955099999904633","5693108,046700000762939",12.301736728000037,51.34266600500007,1,7,7,7,Alt-West
133835,14240726148210568880,14,7,13,0,2024,7,18,6,3,4,2,0,0,1,1,0,0,0,0,"739052,403699999675155","5694921,381400000303984",12.433509108000067,51.35518549500006,1,2,2,2,Ost
133855,14240725144200487490,14,7,13,0,2024,7,14,5,3,9,7,0,0,1,0,0,0,0,0,"736347,024400000460446","5694757,205600000917912",12.394616364000058,51.35484332600004,1,1,1,1,Nordost
133876,14240724148410508000,14,7,13,0,2024,7,17,4,3,5,3,0,1,1,0,0,0,0,1,"735641,378600000403821","5693501,589099999517202",12.383669121000025,51.34386558600005,1,0,0,0,Mitte
133895,14241001144200665090,14,7,13,0,2024,10,6,3,2,5,3,1,1,1,1,0,0,0,0,"735172,014999999664724","5693550,752000000327826",12.376974392000022,51.344501222000076,1,0,0,0,Mitte
133951,14240719148410548570,14,7,13,0,2024,7,13,6,3,5,3,0,0,0,1,0,0,0,1,"735632,826600000262260","5693455,705299999564886",12.383516187000055,51.34345726400005,1,0,0,0,Mitte
133952,14240719148310547940,14,7,13,0,2024,7,15,6,3,5,3,0,0,0,1,0,0,0,0,"728241,116600000299513","5685705,265599999576807",12.272607316000062,51.27689458000003,1,5,5,5,Südwest
133954,14240719148310475470,14,7,13,0,2024,7,13,6,3,2,2,0,0,0,1,0,0,0,0,"726273,966300000436604","5690213,885099999606609",12.247307829000022,51.31815559800003,1,6,6,6,West
133974,14240730144200495300,14,7,13,0,2024,7,8,3,3,5,3,0,0,0,1,0,0,0,1,"736459,387000000104308","5693008,797000000253320",12.395065937000027,51.339102592000074,1,0,0,0,Mitte
134003,14240717148210474400,14,7,13,0,2024,7,5,4,3,5,2,0,0,1,1,0,0,0,0,"740891,068500000052154","5696348,778799999505281",12.460832889000073,51.36722082400007,1,2,2,2,Ost
134006,14240910148410621200,14,7,13,0,2024,9,15,3,3,2,6,0,0,0,1,0,0,0,0,"735281,233000000007451","5693571,640000000596046",12.37855359300005,51.34464353300007,1,0,0,0,Mitte
134043,14240715144200458550,14,7,13,0,2024,7,16,2,3,2,6,0,0,0,1,0,0,0,0,"727713,163999999873340","5699066,154699999839067",12.27359159100007,51.39705088200003,1,8,8,8,Nordwest
134044,14240716148110458570,14,7,13,0,2024,7,16,3,3,6,7,0,0,1,0,1,0,0,0,"734721,580299999564886","5699002,412799999117851",12.374117166000076,51.393623336000076,1,9,9,9,Nord
134075,14240713148310475060,14,7,13,0,2024,7,17,7,3,0,1,0,0,0,0,0,0,0,1,"728295,236499999649823","5690600,587700000032783",12.276512424000032,51.32081986500003,1,6,6,6,West
134076,14240713148210547360,14,7,13,0,2024,7,16,7,3,2,6,0,0,0,1,0,0,0,0,"742362,948699999600649","5694743,036499999463558",12.480843425000046,51.35218274200008,1,2,2,2,Ost
134080,14240713144200457320,14,7,13,0,2024,7,16,7,2,8,1,0,0,0,0,0,1,0,0,"732640,686300000175834","5696701,819000000134110",12.342752807000068,51.37382863900007,1,8,8,8,Nordwest
134163,14240709148110457060,14,7,13,0,2024,7,13,3,3,5,2,0,0,1,1,0,0,0,0,"735100,878200000151992","5697039,228499999269843",12.378260177000072,51.37584429700007,1,9,9,9,Nord
134182,14240708148410443020,14,7,13,0,2024,7,20,2,3,5,2,0,0,1,1,0,0,0,0,"737167,729100000113249","5691105,537299999967217",12.40395035900002,51.321723759000065,1,3,3,3,Südost
134243,14240705148410442000,14,7,13,0,2024,7,15,6,3,2,6,0,0,0,1,0,1,0,0,"736065,940499999560416","5693824,482999999076128",12.389968207000038,51.346587836000026,1,0,0,0,Mitte
